Variable,count,mean,std,min,25%,50%,75%,max
MASTER_LEFT_POS_X,3593.0,0.15506753437239076,0.019022388426166947,0.04761,0.143892,0.156173,0.164271,0.221513
MASTER_LEFT_POS_Y,3593.0,-0.03246706178680768,0.022203409258451667,-0.07044,-0.052018,-0.031829,-0.016199,0.038952
MASTER_LEFT_POS_Z,3593.0,0.31387125466184246,0.03181583117818888,0.177535,0.30202,0.313612,0.331151,0.375837
MASTER_LEFT_ROT_R11,3593.0,-0.5195501525187866,0.38498049780616417,-0.999638,-0.814773,-0.673055,-0.367161,0.548061
MASTER_LEFT_ROT_R12,3593.0,-0.16348422154188702,0.4299143132574705,-0.87166,-0.540542,-0.142641,0.194218,0.926601
MASTER_LEFT_ROT_R13,3593.0,-0.5645724077372669,0.2274086062480615,-0.971254,-0.739689,-0.516964,-0.415641,0.040441
MASTER_LEFT_ROT_R21,3593.0,-0.04621782966880044,0.3694652274487501,-0.937738,-0.246221,-0.046878,0.273294,0.725706
MASTER_LEFT_ROT_R22,3593.0,-0.7835470718062899,0.191411018415797,-0.999895,-0.932726,-0.842275,-0.677272,-0.024222
MASTER_LEFT_ROT_R23,3593.0,0.37303008794878934,0.267700905821661,-0.213173,0.22867,0.36151,0.565143,0.818248
MASTER_LEFT_ROT_R31,3593.0,-0.5806616395769552,0.32495644076811436,-0.996036,-0.892633,-0.639455,-0.414385,0.396883
MASTER_LEFT_ROT_R32,3593.0,0.2010865794600612,0.3121319532090619,-0.85389,0.09008,0.215645,0.379835,0.913749
MASTER_LEFT_ROT_R33,3593.0,0.5705882326746452,0.3064507434754086,-0.28309,0.412942,0.631384,0.814181,0.969173
MASTER_LEFT_LIN_VEL_X,3593.0,-1.4065126635123952e-05,0.02041006271407358,-0.157173,-0.000466,0.0,0.00041,0.112276
MASTER_LEFT_LIN_VEL_Y,3593.0,1.1494572780405326e-06,0.015367597043254248,-0.108387,-0.002227,0.0,0.002513,0.09499
MASTER_LEFT_LIN_VEL_Z,3593.0,2.5401335930976958e-05,0.020211135046830024,-0.100741,-0.003482,0.0,0.003175,0.142398
MASTER_LEFT_ROT_VEL_X,3593.0,0.001906341219037015,0.5173979255487896,-5.19747,-0.005635,0.0,0.019411,4.921432
MASTER_LEFT_ROT_VEL_Y,3593.0,-0.016409778458113,0.7086256273088429,-6.121716,-0.014715,0.0,0.023436,4.641538
MASTER_LEFT_ROT_VEL_Z,3593.0,0.003800991650431387,0.7887946615420761,-5.576554,-0.021008,0.0,0.041157,5.589751
MASTER_LEFT_GRIPPER_ANGLE,3593.0,-0.48473512023378795,0.9952832060811336,-1.921188,-1.642309,0.155195,0.401759,0.523647
MASTER_RIGHT_POS_X,3593.0,-0.16891924575563597,0.01698314390575899,-0.209605,-0.180013,-0.165988,-0.156806,-0.130419
MASTER_RIGHT_POS_Y,3593.0,-0.025511865293626496,0.021783038764083187,-0.060075,-0.043596,-0.030643,-0.005106,0.021642
MASTER_RIGHT_POS_Z,3593.0,0.3054081912051211,0.019453063966185537,0.247325,0.293844,0.306803,0.321703,0.337112
MASTER_RIGHT_ROT_R11,3593.0,-0.6354494049540773,0.32476337764916224,-0.999944,-0.874953,-0.762512,-0.48132,0.267791
MASTER_RIGHT_ROT_R12,3593.0,0.02274711578068465,0.5742245690486186,-0.997292,-0.561394,0.238892,0.498287,0.95232
