Variable,count,mean,std,min,25%,50%,75%,max
MASTER_LEFT_POS_X,3413.0,0.1271972115440961,0.03522474251685929,0.070051,0.100931,0.123583,0.158112,0.220383
MASTER_LEFT_POS_Y,3413.0,0.033253541166129504,0.011986777195347813,0.010869,0.025108,0.033181,0.039334,0.07601
MASTER_LEFT_POS_Z,3413.0,0.38521326399062406,0.016395243050804177,0.332057,0.373076,0.387705,0.396734,0.427111
MASTER_LEFT_ROT_R11,3413.0,-0.3066072402578377,0.2847751257553669,-0.731642,-0.517489,-0.423727,-0.135487,0.435551
MASTER_LEFT_ROT_R12,3413.0,-0.36479645678288897,0.37096123113353596,-1.000022,-0.628169,-0.378251,-0.138397,0.852935
MASTER_LEFT_ROT_R13,3413.0,-0.714127605332552,0.21059576358905027,-0.998906,-0.823836,-0.781239,-0.68479,0.083174
MASTER_LEFT_ROT_R21,3413.0,-0.24317369616173454,0.26972437213003453,-0.782359,-0.385691,-0.318262,-0.084541,0.478584
MASTER_LEFT_ROT_R22,3413.0,-0.7008921374157633,0.2231998346054073,-0.998624,-0.825899,-0.782353,-0.607215,0.016631
MASTER_LEFT_ROT_R23,3413.0,0.4775263504248462,0.3147264041798467,-0.843283,0.418707,0.510624,0.592607,0.995818
MASTER_LEFT_ROT_R31,3413.0,-0.8232476662760034,0.12155663159452929,-0.99996,-0.898201,-0.842566,-0.775383,-0.459315
MASTER_LEFT_ROT_R32,3413.0,0.35049752739525347,0.2564542096826731,-0.233325,0.128856,0.455377,0.548428,0.87307
MASTER_LEFT_ROT_R33,3413.0,0.16820734309991212,0.30108715426280713,-0.585637,0.024566,0.25009,0.339919,0.755776
MASTER_LEFT_LIN_VEL_X,3413.0,1.8671256958687185e-05,0.017753483987894496,-0.162495,-0.001412,-7e-06,0.001382,0.08515
MASTER_LEFT_LIN_VEL_Y,3413.0,-7.172780544975079e-05,0.01560162701650607,-0.109337,-0.004404,-7.1e-05,0.00444,0.089709
MASTER_LEFT_LIN_VEL_Z,3413.0,0.00010241048930559622,0.015744891223544166,-0.113836,-0.002767,-2e-05,0.003581,0.065289
MASTER_LEFT_ROT_VEL_X,3413.0,-0.03206034661588046,0.6250531691957153,-5.305514,-0.021238,0.0,0.015914,5.040353
MASTER_LEFT_ROT_VEL_Y,3413.0,-0.0067588206856138274,0.5445729927621837,-5.150478,-0.027014,0.0,0.016645,5.271086
MASTER_LEFT_ROT_VEL_Z,3413.0,0.0040646815118663936,0.5510551545983412,-5.114806,-0.025212,0.0,0.07246,4.115782
MASTER_LEFT_GRIPPER_ANGLE,3413.0,-0.7131542068561383,1.0318845170780748,-1.924807,-1.917752,-0.03396,0.224008,0.523911
MASTER_RIGHT_POS_X,3413.0,-0.15385680925871667,0.034616353535540774,-0.25643,-0.177284,-0.146098,-0.121493,-0.099104
MASTER_RIGHT_POS_Y,3413.0,0.05776070612364489,0.017539939613188612,0.016115,0.041242,0.059126,0.071133,0.095333
MASTER_RIGHT_POS_Z,3413.0,0.34347475358921764,0.019143150942520892,0.260277,0.331423,0.350499,0.359049,0.374252
MASTER_RIGHT_ROT_R11,3413.0,0.44273629094638145,0.3695946584757441,-0.780838,0.368687,0.535857,0.670648,0.931642
MASTER_RIGHT_ROT_R12,3413.0,-0.14639972663346032,0.4293108710744859,-0.899768,-0.458118,-0.187738,0.250823,0.850902
MASTER_RIGHT_ROT_R13,3413.0,0.6612742648696163,0.15637315733092808,0.235803,0.544157,0.712393,0.802479,0.958353
MASTER_RIGHT_ROT_R21,3413.0,-0.21134239232346907,0.455445227081109,-0.866567,-0.679111,-0.220041,0.225733,0.561854
MASTER_RIGHT_ROT_R22,3413.0,0.7050548769411076,0.2110860609181999,0.21907,0.509845,0.768644,0.88853,0.993151
MASTER_RIGHT_ROT_R23,3413.0,0.39014086404922355,0.23250361430248417,-0.151391,0.205265,0.359131,0.490959,0.929844
MASTER_RIGHT_ROT_R31,3413.0,-0.5844987913858775,0.27242973375720597,-0.99956,-0.847423,-0.572446,-0.359178,0.064747
MASTER_RIGHT_ROT_R32,3413.0,-0.2685519038968649,0.4250477477110934,-0.932879,-0.636447,-0.248553,0.050191,0.709327
MASTER_RIGHT_ROT_R33,3413.0,0.4466920442426019,0.3630427887969239,-0.503042,0.301664,0.486867,0.722465,0.96135
MASTER_RIGHT_LIN_VEL_X,3413.0,4.119835921476931e-06,0.019016733517537087,-0.092319,-0.000821,5e-06,0.001394,0.186396
MASTER_RIGHT_LIN_VEL_Y,3413.0,3.7554937005566866e-05,0.01529504110051352,-0.096319,-0.005442,-1.2e-05,0.003788,0.085563
MASTER_RIGHT_LIN_VEL_Z,3413.0,5.7094345150893644e-05,0.02155480958666977,-0.148779,-0.002307,3.3e-05,0.004938,0.140842
MASTER_RIGHT_ROT_VEL_X,3413.0,0.015055320246117785,0.6638428323055433,-4.906889,-0.017061,0.0,0.01174,4.983688
MASTER_RIGHT_ROT_VEL_Y,3413.0,-0.016736592147670676,0.6268090209326928,-5.926889,-0.015854,0.0,0.017522,5.144123
MASTER_RIGHT_ROT_VEL_Z,3413.0,0.028395302373278638,0.6187206785330776,-4.453482,-0.030612,0.0,0.024276,5.69415
MASTER_RIGHT_GRIPPER_ANGLE,3413.0,-0.6278921640785233,0.9311671161450379,-1.410542,-1.406807,-1.40353,0.537828,0.542288
SLAVE_LEFT_POS_X,3413.0,0.04265506856138295,0.017308218073415076,-0.008631,0.030935,0.046534,0.058842,0.070031
SLAVE_LEFT_POS_Y,3413.0,0.05097400585994726,0.00877047727493177,0.030143,0.042714,0.051659,0.057661,0.069765
SLAVE_LEFT_POS_Z,3413.0,-0.004869689715792558,0.009572286971467649,-0.046513,-0.010894,-0.001357,0.002926,0.010521
SLAVE_LEFT_ROT_R11,3413.0,-0.3886935265162614,0.39933561353206565,-0.910741,-0.623219,-0.52062,-0.262942,0.817461
SLAVE_LEFT_ROT_R12,3413.0,0.22949927395253442,0.4010868455260781,-0.755004,-0.126097,0.261388,0.532696,0.930599
SLAVE_LEFT_ROT_R13,3413.0,0.6719349997070027,0.15655915235491283,0.268026,0.551737,0.71812,0.806994,0.956869
SLAVE_LEFT_ROT_R21,3413.0,0.10145847084676239,0.4701350507759562,-0.687225,-0.356659,0.103914,0.579389,0.821438
SLAVE_LEFT_ROT_R22,3413.0,-0.7249250442426017,0.1768412230480369,-0.992682,-0.856401,-0.751601,-0.578179,-0.185205
SLAVE_LEFT_ROT_R23,3413.0,0.3975492053911515,0.23223448703226615,-0.166623,0.22492,0.382054,0.495972,0.934893
SLAVE_LEFT_ROT_R31,3413.0,0.6362206929387636,0.23125000019752617,0.098179,0.446372,0.626172,0.841115,0.99977
SLAVE_LEFT_ROT_R32,3413.0,0.17165908614122471,0.44756793828153185,-0.79951,-0.196351,0.118182,0.514314,0.893009
SLAVE_LEFT_ROT_R33,3413.0,0.42380017111046,0.36396122987058144,-0.496843,0.272226,0.462195,0.701243,0.950847
